open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1891.59000000,1905.74000000,1884.64000000,1891.73000000,165554.04280000,313414135.89511100,260385,80526.66420000,152465025.97191100
1891.73000000,1897.35000000,1851.18000000,1866.52000000,131901.64870000,247820592.76861300,240897,63386.28070000,119075556.07967700
1866.52000000,1905.25000000,1857.82000000,1888.73000000,153501.01780000,288736391.86133800,254227,77750.79530000,146207958.76945200
1888.74000000,1890.86000000,1833.19000000,1850.00000000,276504.55470000,512402907.45784500,336366,132903.49640000,246198594.77742200
1850.00000000,1868.71000000,1845.45000000,1857.66000000,152251.21000000,282696600.92125700,248856,74772.69460000,138842172.88567400
1857.66000000,1888.00000000,1848.35000000,1872.00000000,272090.53330000,507049348.71731100,319851,148093.90820000,275939339.56717600
1871.99000000,1886.11000000,1854.84000000,1861.28000000,163766.42590000,306463587.40202000,252294,80701.93000000,151048244.46030900
1861.29000000,1883.39000000,1856.52000000,1874.19000000,138695.71470000,259228467.50226200,219389,70493.20350000,131768046.05069400
1874.20000000,1886.58000000,1869.54000000,1880.46000000,72867.02690000,136676328.67955000,166385,35883.35010000,67306690.35157900
1880.45000000,1885.30000000,1848.17000000,1861.79000000,158657.59020000,296504225.22149700,247858,82527.46300000,154244296.26924400
1861.79000000,1877.40000000,1851.02000000,1856.14000000,168204.45340000,313517086.16175500,246487,81667.85240000,152228050.61514500
1856.13000000,1875.62000000,1813.80000000,1873.47000000,358476.09660000,659100582.10844800,411508,170424.36490000,313392733.79441200
1873.48000000,1879.74000000,1821.21000000,1839.90000000,254213.05530000,470466371.26278600,331270,122977.56270000,227628401.25795600
1839.90000000,1859.12000000,1826.00000000,1835.81000000,171148.05200000,315081750.38648000,254918,84099.07300000,154854420.42163900
1835.81000000,1851.31000000,1815.74000000,1830.23000000,187699.45520000,344687096.60203800,256002,90965.14430000,167095446.03822700
1830.24000000,1839.00000000,1827.50000000,1836.48000000,93657.32550000,171683574.02264300,174254,46888.39410000,85951801.63235300
1836.48000000,1838.58000000,1825.86000000,1830.28000000,90403.99150000,165701947.01934500,169928,43827.85150000,80334895.42593000
1830.28000000,1847.00000000,1802.00000000,1829.10000000,224092.90590000,409166592.89164900,289161,109927.11500000,200686537.15538600
1829.10000000,1876.51000000,1826.33000000,1856.30000000,236336.03000000,436891258.63485800,322607,121075.13870000,223753000.41018600
1856.30000000,1871.99000000,1846.28000000,1855.35000000,191926.83430000,356559464.88331800,266834,93172.68950000,173114071.77023500
1855.36000000,1865.95000000,1845.38000000,1852.47000000,127321.45530000,236043286.65635100,208017,62527.36150000,115937584.65664400
1852.47000000,1857.26000000,1838.05000000,1848.84000000,113209.31030000,209237745.63836000,197546,54665.68090000,101048972.22795800
1848.84000000,1854.01000000,1846.08000000,1849.93000000,63292.64760000,117106742.56984400,154110,32218.95280000,59615440.05243700
1849.94000000,1862.00000000,1834.51000000,1840.73000000,120674.13640000,222956657.34742800,211874,69109.15080000,127637208.70224500
